policyNumber,policyTitle,uriPolicyId,ombPolicyId,policyType,policyIssuanceYear,policySunset,reqId,issuingBody,policySection,policySubSection,reqText,verb,Impacted Entity,reqDeadline,citation,Acquisition/Contracts (Keywords),Human Capital (Keywords),Cloud (Keywords),Data Centers (Keywords),Cybersecurity (Keywords),Privacy (Keywords),Shared Services (Keywords),IT Project Management (Keywords),Software (Keywords),Digital Services (Keywords),Mobile (Keywords),Hardware/Government Furnished Equipment (GFE) (Keywords),"IT Transparency (Open Data, FOIA, Public Records, etc.) (Keywords)",Agency Statistics (Keywords),Customer Services (Keywords),Governance (Keywords),Financial Systems (Keywords),Budget (Keywords),Governance - Org Structure (Keywords),Governance - Implementation (Keywords),Data Management/Standards (Keywords),Definitions (Keywords),Reporting (Keywords),Other (Keywords)
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.33,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - The FGDC will:
(e) Coordinate with international organizations having an interest in the National or Global Spatial Data Infrastructures.",will,"USDA, DOC, DoD, DOE, HHS, HUD, DOI, DOJ, State, DOT, EPA, FEMA, GSA, NARA, NASA, NSF, Other",None specified,None specified,,,,,,,X,,,,,,X,,X,X,,,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.34,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - The FGDC will:
(f) Provide and update at least annually:
(i) An online status summary for each data theme authored by the lead agencies, the FGDC, or other subcommittees, working groups, and advisory committees.",will; provide,"USDA, DOC, DoD, DOE, HHS, HUD, DOI, DOJ, State, DOT, EPA, FEMA, GSA, NARA, NASA, NSF, Other",None specified,None specified,,,,,,,X,,,,,,x,,,X,,,,,X,X,X,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.35,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - The FGDC will:
(f) Provide and update at least annually:
(ii) An online collection of periodic technical publications, management articles and reports related to the NSDI.",will; provide,"USDA, DOC, DoD, DOE, HHS, HUD, DOI, DOJ, State, DOT, EPA, FEMA, GSA, NARA, NASA, NSF, Other",None specified,None specified,,,,,,,X,,,,,,,,,,,,,,X,X,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.36,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - The FGDC will:
(f) Provide and update at least annually:
(iii) An online FGDC membership directory, including current subcommittee and working group memberships.",will; provide,"USDA, DOC, DoD, DOE, HHS, HUD, DOI, DOJ, State, DOT, EPA, FEMA, GSA, NARA, NASA, NSF, Other",None specified,None specified,,,,,,,X,,,,,,,,,,,,X,,X,X,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.37,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - The FGDC will:
(g) Ensure consistency of the NSDI with national security, national defense, and emergency preparedness program policies regarding data accessibility.",will; ensure,"USDA, DOC, DoD, DOE, HHS, HUD, DOI, DOJ, State, DOT, EPA, FEMA, GSA, NARA, NASA, NSF, Other",None specified,None specified,,,,,,,X,,,,,,x,,,,,,,X,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.38,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - The FGDC will:
(h) Support the development of electronic government with spatial data.",will; support,"USDA, DOC, DoD, DOE, HHS, HUD, DOI, DOJ, State, DOT, EPA, FEMA, GSA, NARA, NASA, NSF, Other",None specified,None specified,,,,,,,X,,,,,,X,,,,,,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.39,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - The FGDC will:
(i) Support and promote the infrastructure of networks, systems, services, and standards that provide a digital representation of the Earth to users for many applications.",will; support; promote,"USDA, DOC, DoD, DOE, HHS, HUD, DOI, DOJ, State, DOT, EPA, FEMA, GSA, NARA, NASA, NSF, Other",None specified,None specified,,,,,,,X,,,,,,,,X,,,,X,,X,X,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.4,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - The FGDC will:
(j) Through the Chair and Vice Chair, take actions where required to recommend appropriate additions, revisions, or deletions to this Circular.",will,"USDA, DOC, DoD, DOE, HHS, HUD, DOI, DOJ, State, DOT, EPA, FEMA, GSA, NARA, NASA, NSF, Other",None specified,None specified,,,,,,,X,,,,,,,,,X,,,,,X,,,
13,Cyberspace Policy Review,https://www.whitehouse.gov/assets/documents/Cyberspace_Policy_Review_final.pdf,NA,Policy Review,5/29/2009,NA,13.01,White House,Executive Summary,The national dialogue on cybersecurity must begin today. ,"Therefore, the Federal government should initiate a national public awareness and education campaign informed by previous successful campaigns. Further, similar to the period after the launch of the Sputnik satellite in October, 1957, the United States is in a global race that depends on mathematics and science skills. While we continue to boast the most positive environment for information technology firms in the world, the Nation should develop a workforce of U.S. citizens necessary to compete on a global level and sustain that position of leadership.",Should,Federal Government,NA,NA,,,,,X,,,,,,,,x,,X,,,,,,,,,
13,Cyberspace Policy Review,https://www.whitehouse.gov/assets/documents/Cyberspace_Policy_Review_final.pdf,NA,Policy Review,5/29/2009,NA,13.02,White House,Executive Summary,"Working with the private sector, performance and security objectives must be defined for the next-generation infrastructure.","Working with the private sector, performance and security objectives must be defined for the next-generation infrastructure. The United States should harness the full benefits of technology to address national economic needs and national security requirements. Federal policy should address requirements for national security, protection of intellectual property, and the availability and continuity of infrastructure, even when it is under attack by sophisticated adversaries. The Federal government through partnerships with the private sector and academia needs to articulate coordinated national information and communications infrastructure objectives. The government, working with State and local partners, should identify procurement strategies that will incentivize the market to make more secure products and services available to the public. Additional incentive mechanisms that the government should explore include adjustments to liability considerations (reduced liability in exchange for improved security or increased liability for the consequences of poor security), indemnification, tax incentives, and new regulatory requirements and compliance mechanisms.",Should; Need to,"Federal Government, State and Local governments",NA,NA,x,,,,x,x,,,,,,,,,X,,,,,,,,,
13,Cyberspace Policy Review,https://www.whitehouse.gov/assets/documents/Cyberspace_Policy_Review_final.pdf,NA,Policy Review,5/29/2009,NA,13.03,White House,I. Leading from the Top,Anchor Leadership at the White House,"The President should consider appointing a cybersecurity policy official at the White House, reporting to the NSC [National Security Council] and dual-hatted with the NEC [National Economic Council], to coordinate the Nation’s cybersecurity-related policies and activities. This individual would chair the ICI-IPC [Interagency Policy Committee] and lead a strong process in consultation with other elements of the EOP to resolve competing priorities and coordinate interagency development of policies and strategies for cybersecurity. The cybersecurity policy official should participate in all appropriate economic, counterterrorism, and science and technology policy discussions to inform them of cybersecurity perspectives.",Should; Would,The President,NA,NA,,x,,,x,,,,,,,,,,,x,,,,,,,,
